id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,Loan status
,,12500,12500,12500.0, 36 months, 17.57%,449.22,D,D2,,,OWN,33000,Verified,Feb-2014,n,,,credit_card,Credit card refinancing,344xx,FL,20.65,1,Oct-1996,3,18,,10,0,13917,65.3%,18,w,0.00,0.00,2593.63,2593.63,536.30,362.14,0.0,1695.19,16.9519,Apr-2014,449.22,,Oct-2016,0,18,1,Individual,,,,0,0,25442.0,,,,,,,,,,,,21300.0,,,,4,2544.0,6383.0,68.6,0,0.0,68.0,208.0,3.0,3.0,2.0,11.0,18.0,0.0,18.0,2.0,7.0,7.0,8.0,9.0,4.0,9.0,12.0,7.0,10.0,0.0,0.0,1.0,3.0,88.9,75.0,0.0,0.0,33298.0,25442.0,20300.0,11998.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,12000,12000,11925.0, 36 months, 11.14%,393.67,B,B2,,10+ years,MORTGAGE,60000,Source Verified,Apr-2013,n,,,debt_consolidation,Debt Consolidation  ,875xx,NM,8.36,0,Dec-1991,0,44,,7,0,8206,68.4%,24,f,0.00,0.00,14171.723328106302,14083.15,12000.00,2171.72,0.0,0.0,0.0,Apr-2016,393.27,,Apr-2016,0,44,1,Individual,,,,0,0,149282.0,,,,,,,,,,,,12000.0,,,,4,21326.0,3109.0,69.5,0,0.0,163.0,259.0,7.0,7.0,3.0,7.0,44.0,7.0,44.0,5.0,4.0,5.0,4.0,12.0,5.0,5.0,16.0,5.0,7.0,0.0,0.0,0.0,3.0,79.0,0.0,0.0,0.0,156952.0,12822.0,10200.0,7952.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months, 11.49%,329.72,B,B5,Estimator,9 years,RENT,95000,Source Verified,Jan-2017,n,,,debt_consolidation,Debt consolidation,925xx,CA,16.98,0,Sep-2008,1,43,,17,0,9910,35%,23,w,0.00,0.00,2621.8,2621.80,1935.70,686.10,0.0,0.0,0.0,Sep-2017,329.72,,Feb-2018,0,43,1,Individual,,,,0,1038,35255.0,0,3.0,1,2.0,11.0,25345.0,63,4.0,7.0,2646,51.0,28300.0,2,0,10.0,9,2074.0,7217.0,46.1,0,0.0,72.0,100.0,8.0,8.0,0.0,8.0,,1.0,43.0,1.0,6.0,13.0,6.0,6.0,6.0,14.0,17.0,13.0,17.0,0.0,0.0,0.0,5.0,95.7,0.0,0.0,0.0,68661.0,35255.0,13400.0,40361.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,10000,10000,10000.0, 36 months, 11.99%,332.1,B,B5,Receptionist/Clerk,10+ years,RENT,30348,Not Verified,Oct-2017,n,,,debt_consolidation,Debt consolidation,104xx,NY,18.54,2,Dec-1987,2,21,,13,0,9238,50%,21,w,9057.25,9057.25,1321.74,1321.74,942.75,378.99,0.0,0.0,0.0,Feb-2018,332.1,Mar-2018,Feb-2018,0,30,1,Individual,,,,0,0,11435.0,3,1.0,0,0.0,67.0,1532.0,90,4.0,6.0,3693,47.0,18350.0,0,0,3.0,6,879.0,2321.0,56.0,2,0.0,358.0,118.0,3.0,3.0,0.0,3.0,21.0,4.0,,0.0,7.0,10.0,7.0,12.0,2.0,10.0,17.0,7.0,13.0,,0.0,0.0,4.0,67.0,42.9,0.0,0.0,23386.0,11435.0,16250.0,1707.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14000,14000,14000.0, 36 months, 10.16%,452.8,B,B1,Les Schwab Tire Center,8 years,RENT,70000,Not Verified,Sep-2012,n,,  Borrower added on 09/05/12 > I have a good paying stable job.  I would like to pay off debt from when I was younger so I can start investing in my future.<br>,debt_consolidation,Debt Consolidation,985xx,WA,16.1,0,May-2004,0,,,8,0,22615,70%,12,f,0.00,0.00,16300.5100069038,16300.51,14000.00,2300.51,0.0,0.0,0.0,Sep-2015,477.91,,Apr-2016,0,,1,Individual,,,,0,0,23701.0,,,,,,,,,,,,32300.0,,,,1,2963.0,681.0,96.6,0,0.0,62.0,101.0,19.0,19.0,0.0,62.0,,,,0.0,3.0,5.0,4.0,5.0,1.0,7.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,45355.0,23701.0,20000.0,13055.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,22400,22400,22400.0, 60 months, 16.02%,544.97,C,C5,supervisor,10+ years,RENT,50000,Source Verified,Jun-2017,n,,,debt_consolidation,Debt consolidation,296xx,SC,33.8,2,Jul-1999,0,15,,19,0,546,1.2%,36,w,20607.99,20607.99,3774.92,3774.92,1792.01,1982.91,0.0,0.0,0.0,Feb-2018,544.97,Mar-2018,Feb-2018,0,,1,Individual,,,,0,551,29420.0,1,4.0,1,6.0,6.0,28874.0,79,1.0,1.0,90,36.0,44500.0,0,0,0.0,7,1548.0,26310.0,0.3,0,0.0,127.0,215.0,12.0,6.0,0.0,12.0,15.0,,15.0,0.0,1.0,4.0,6.0,8.0,15.0,15.0,21.0,4.0,19.0,0.0,0.0,0.0,2.0,94.4,0.0,0.0,0.0,81134.0,29420.0,26400.0,36634.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14000,14000,14000.0, 36 months, 16.99%,499.07,D,D1,Sr. Director Partner Development,3 years,MORTGAGE,135000,Source Verified,Jul-2016,n,,,debt_consolidation,Debt consolidation,786xx,TX,25.78,0,Jan-2002,2,57,117,17,1,15928,50.9%,26,f,7505.38,7505.38,9494.07,9494.07,6494.62,2974.50,24.95,0.0,0.0,Feb-2018,499.07,Mar-2018,Feb-2018,0,,1,Individual,,,,0,545,279748.0,3,3.0,1,2.0,4.0,263820.0,52,4.0,7.0,5139,51.0,31300.0,2,6,5.0,9,16456.0,7154.0,57.7,0,0.0,114.0,174.0,2.0,2.0,0.0,2.0,,0.0,,0.0,4.0,12.0,5.0,6.0,10.0,14.0,16.0,12.0,17.0,0.0,0.0,0.0,5.0,88.5,20.0,1.0,0.0,298136.0,279748.0,16900.0,266836.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months, 11.49%,329.72,B,B5,Casino dealer ,8 years,OWN,43000,Source Verified,Nov-2016,n,,,other,Other,891xx,NV,15.88,0,Mar-1995,0,78,,8,0,14617,45.1%,26,f,6512.54,6512.54,4609.7,4609.70,3487.46,1122.24,0.0,0.0,0.0,Feb-2018,329.72,Mar-2018,Feb-2018,0,78,1,Individual,,,,0,2290,14617.0,2,0.0,0,0.0,,0.0,,2.0,3.0,8144,45.0,32400.0,0,0,0.0,3,1827.0,13382.0,49.5,0,0.0,,260.0,1.0,1.0,0.0,1.0,78.0,,78.0,7.0,4.0,6.0,5.0,15.0,0.0,8.0,26.0,6.0,8.0,0.0,0.0,0.0,2.0,69.2,20.0,0.0,0.0,32400.0,14617.0,26500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,17000,17000,17000.0, 36 months,  6.39%,520.19,A,A2,Finance Manager,2 years,MORTGAGE,75000,Not Verified,Mar-2015,n,,I want to consolidate two credit cards with high interest rates.,debt_consolidation,Debt consolidation,334xx,FL,9.68,0,Jan-1999,2,28,,8,0,13762,61.4%,27,w,0.00,0.00,17866.36,17866.36,17000.00,866.36,0.0,0.0,0.0,Feb-2016,13166.08,,Aug-2016,0,42,1,Individual,,,,0,0,270071.0,,,,,,,,,,,,22400.0,,,,6,33759.0,7985.0,52.8,0,0.0,108.0,194.0,6.0,6.0,2.0,14.0,,6.0,28.0,2.0,3.0,5.0,4.0,11.0,3.0,6.0,22.0,5.0,8.0,0.0,0.0,0.0,2.0,88.9,25.0,0.0,0.0,286188.0,27619.0,16900.0,19788.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,35000,35000,35000.0, 36 months, 13.44%,1186.72,C,C3,IT Corporate Project Manager,1 year,RENT,130000,Source Verified,Dec-2015,n,,,debt_consolidation,Debt consolidation,073xx,NJ,20.64,0,Aug-2008,0,47,,17,0,20767,38.7%,22,w,0.00,0.00,39946.1905452802,39946.19,35000.00,4946.19,0.0,0.0,0.0,Apr-2017,23333.91,,Feb-2018,0,47,1,Individual,,,,0,0,97319.0,1,9.0,1,2.0,4.0,76552.0,86,1.0,3.0,15366,60.0,53700.0,1,3,1.0,5,5725.0,28733.0,42.0,0,0.0,88.0,88.0,10.0,4.0,0.0,14.0,,12.0,47.0,0.0,4.0,4.0,6.0,6.0,12.0,8.0,10.0,4.0,17.0,0.0,0.0,0.0,2.0,95.5,16.7,0.0,0.0,145555.0,97319.0,49500.0,91855.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,2000,2000,2000.0, 36 months, 23.43%,77.87,F,F1,professor,10+ years,MORTGAGE,90000,Not Verified,Aug-2014,n,,,other,Other,330xx,FL,13.87,0,May-1991,1,45,,13,0,18030,69.9%,30,f,0.00,0.00,2803.2371232305,2803.24,2000.00,803.24,0.0,0.0,0.0,Aug-2017,77.79,,Aug-2017,0,46,1,Individual,,,,0,0,354403.0,,,,,,,,,,,,25800.0,,,,4,29534.0,1494.0,89.5,0,0.0,29.0,191.0,0.0,0.0,3.0,7.0,46.0,0.0,46.0,5.0,3.0,6.0,4.0,13.0,1.0,10.0,25.0,6.0,13.0,0.0,0.0,0.0,4.0,80.0,75.0,0.0,0.0,544516.0,36081.0,14200.0,26716.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 36 months,  8.67%,632.93,B,B1,Project Manager,1 year,RENT,92000,Source Verified,Nov-2014,n,,,debt_consolidation,Debt consolidation,928xx,CA,16.76,0,Feb-2007,1,,,13,0,30543,50.2%,19,w,0.00,0.00,22782.003241601,22782.00,20000.00,2782.00,0.0,0.0,0.0,Dec-2017,1.81,,Dec-2017,0,,1,Individual,,,,0,0,41974.0,,,,,,,,,,,,60800.0,,,,7,3229.0,21274.0,50.6,0,0.0,43.0,93.0,3.0,3.0,0.0,6.0,,4.0,,0.0,5.0,9.0,8.0,14.0,1.0,12.0,18.0,9.0,13.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,84957.0,41974.0,43100.0,24157.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 36 months, 15.99%,527.29,C,C5,Project enginwer,2 years,RENT,47000,Source Verified,Jan-2017,n,,,debt_consolidation,Debt consolidation,164xx,PA,14.2,0,Dec-2006,0,,,6,0,4138,33.9%,10,f,10769.89,10769.89,6300.83,6300.83,4230.11,2070.72,0.0,0.0,0.0,Feb-2018,527.29,Mar-2018,Feb-2018,0,,1,Individual,,,,0,715,19918.0,0,2.0,0,2.0,14.0,15780.0,75,0.0,1.0,2952,60.0,12200.0,0,0,2.0,3,3320.0,362.0,92.0,0,0.0,113.0,121.0,21.0,14.0,0.0,21.0,,7.0,,0.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,33322.0,19918.0,4500.0,21122.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,13000,13000,12975.0, 60 months, 11.99%,289.12,B,B3,Receptionist,1 year,RENT,33000,Verified,Feb-2014,n,,  Borrower added on 02/14/14 > I am consolidating credit card debt incurred over three years ago and having a concrete end in sight is more motivating.  I am eagerly striving towards becoming completely debt free.<br>,credit_card,Credit card refinancing,317xx,GA,22.22,0,Apr-2001,2,,,14,0,11468,35.2%,36,f,0.00,0.00,15955.6700007831,15924.99,13000.00,2955.67,0.0,0.0,0.0,Jun-2016,8400.99,,Feb-2018,0,,1,Individual,,,,0,0,87249.0,,,,,,,,,,,,32600.0,,,,1,6232.0,14849.0,43.3,0,0.0,154.0,144.0,19.0,19.0,0.0,19.0,,1.0,,0.0,4.0,5.0,5.0,9.0,18.0,11.0,18.0,5.0,14.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,111212.0,87249.0,26200.0,78612.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,6000,6000,5257.01, 36 months, 11.89%,198.99,B,B4,coca cola,10+ years,MORTGAGE,70000,Verified,Aug-2009,n,,"need to pay off a 4o1k loan""",""" ",debt_consolidation,pay off 401k loan,956xx,CA,15.87,0,Apr-1997,1,,,10,0,37138,73.4%,45,f,0.00,0.00,596.97,531.98,420.63,173.40,0.0,2.94,0.0,Nov-2009,198.99,,Feb-2018,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,0
,,8000,8000,8000.0, 36 months,  8.19%,251.4,A,A5,IT Specialst III,1 year,MORTGAGE,51000,Not Verified,Dec-2014,n,,,credit_card,Credit card refinancing,991xx,WA,12.38,0,Aug-2006,0,,,8,0,6722,40.5%,20,f,0.00,0.00,8461.13,8461.13,8000.00,461.13,0.0,0.0,0.0,Sep-2015,6453.57,,May-2016,0,,1,Individual,,,,0,0,179787.0,,,,,,,,,,,,16600.0,,,,2,22473.0,8908.0,39.0,0,0.0,100.0,95.0,18.0,12.0,1.0,18.0,,12.0,,0.0,2.0,3.0,3.0,4.0,14.0,4.0,5.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,199745.0,31617.0,14600.0,28445.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,17475,17475,17475.0, 36 months, 15.31%,608.44,C,C2,Eastern Dental,10+ years,RENT,45000,Not Verified,Nov-2012,n,,  Borrower added on 11/05/12 > I would like this loan to pay off my credit cards with one monthly payment and this loan will also save me a ton of interest that I'm paying on my credit cards at the present time.<br>,credit_card,Credit card refinancing,086xx,NJ,24.03,0,Apr-1975,0,62,,20,0,26540,49.5%,45,f,0.00,0.00,18061.25,18061.25,12874.50,4160.02,0.0,1026.73,184.4873999992,Mar-2015,608.44,,Oct-2016,0,76,1,Individual,,,,0,0,26540.0,,,,,,,,,,,,53600.0,,,,8,1397.0,474.0,96.6,0,0.0,141.0,457.0,1.0,1.0,0.0,6.0,66.0,7.0,66.0,1.0,6.0,17.0,6.0,14.0,6.0,20.0,39.0,17.0,20.0,0.0,0.0,0.0,5.0,77.0,100.0,0.0,0.0,53600.0,26540.0,14000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,6000,6000,6000.0, 36 months,  9.44%,192.03,B,B1,Sr Underwriter,4 years,RENT,63000,Verified,Sep-2017,n,,,debt_consolidation,Debt consolidation,921xx,CA,39.96,0,Feb-2009,1,,,8,0,3397,10%,12,w,5413.81,5413.81,761.83,761.83,586.19,175.64,0.0,0.0,0.0,Feb-2018,192.03,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,47545.0,1,2.0,1,2.0,8.0,44148.0,72,1.0,3.0,3020,33.0,33900.0,0,0,2.0,5,5943.0,26503.0,11.4,0,0.0,91.0,103.0,3.0,3.0,0.0,3.0,,3.0,,0.0,3.0,3.0,5.0,5.0,4.0,6.0,8.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,102673.0,47545.0,29900.0,68773.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,13200,13200,13200.0, 36 months, 10.42%,428.54,B,B3,Account Supervisor,1 year,RENT,91000,Not Verified,May-2017,n,,,debt_consolidation,Debt consolidation,902xx,CA,22.43,0,Aug-1985,0,,,24,0,16776,30.6%,39,w,10274.77,10274.77,3849.22,3849.22,2925.23,923.99,0.0,0.0,0.0,Feb-2018,428.54,Mar-2018,Sep-2017,0,,1,Individual,,,,0,0,40852.0,0,3.0,2,3.0,8.0,23122.0,60,1.0,2.0,5041,42.0,54900.0,1,0,4.0,5,1857.0,22121.0,42.7,0,0.0,75.0,381.0,12.0,8.0,0.0,12.0,,10.0,,0.0,8.0,10.0,12.0,17.0,6.0,20.0,32.0,10.0,24.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,97202.0,40852.0,38600.0,38851.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 60 months, 15.22%,286.87,C,C3,Bimbo Bakeries,10+ years,MORTGAGE,76000,Verified,Aug-2013,n,,,credit_card,Loan Pay Off  ,565xx,MN,17.53,0,Feb-1997,0,,,15,0,29402,78.8%,33,f,0.00,0.00,14093.4103764465,14093.41,12000.00,2093.41,0.0,0.0,0.0,Nov-2014,10077.44,,Feb-2018,0,,1,Individual,,,,0,0,153397.0,,,,,,,,,,,,37300.0,,,,1,10226.0,2190.0,86.1,0,0.0,138.0,200.0,10.0,10.0,8.0,10.0,,,,0.0,8.0,14.0,8.0,11.0,7.0,14.0,18.0,14.0,15.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,166598.0,29402.0,15700.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,7500,7500,7500.0, 36 months, 10.91%,245.23,B,B4,Cashier,3 years,RENT,33683,Not Verified,Aug-2017,n,,,debt_consolidation,Debt consolidation,038xx,NH,11.13,3,Sep-1998,0,6,,15,0,8489,21.9%,33,w,6413.31,6413.31,1466.83,1466.83,1086.69,380.14,0.0,0.0,0.0,Feb-2018,245.23,Mar-2018,Feb-2018,0,49,1,Individual,,,,0,0,8489.0,1,0.0,0,1.0,16.0,0.0,,1.0,5.0,5013,22.0,38800.0,0,1,0.0,6,653.0,20659.0,28.0,0,0.0,120.0,227.0,5.0,5.0,1.0,17.0,17.0,22.0,6.0,1.0,3.0,4.0,6.0,14.0,5.0,15.0,27.0,4.0,15.0,0.0,0.0,0.0,1.0,84.8,0.0,0.0,0.0,38800.0,8489.0,28700.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,23525,23525,23450.0, 60 months, 18.25%,600.59,E,E1,Service Clerk,3 years,RENT,70000,Source Verified,Sep-2015,n,,,credit_card,Credit card refinancing,080xx,NJ,8.43,1,Feb-1991,0,10,,20,0,20543,31.2%,20,f,0.00,0.00,30562.5859021358,30465.15,23525.00,7037.59,0.0,0.0,0.0,Feb-2018,159.3,,Feb-2018,0,,1,Individual,,,,0,0,20543.0,,,,,,,,,,,,65900.0,,,,6,1027.0,39416.0,29.6,0,0.0,,295.0,3.0,3.0,0.0,7.0,10.0,7.0,10.0,0.0,6.0,9.0,14.0,14.0,0.0,20.0,20.0,9.0,20.0,0.0,0.0,0.0,5.0,95.0,14.3,0.0,0.0,65900.0,20543.0,56000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,9000,9000,9000.0, 36 months, 13.05%,303.47,B,B5,Wirtz Beverage Minnesota,< 1 year,RENT,54000,Not Verified,Jul-2013,n,,,credit_card,CC Refi,554xx,MN,18.45,0,Mar-2003,0,,,15,0,11497,62.5%,19,f,0.00,0.00,10342.6184018657,10342.62,9000.00,1342.62,0.0,0.0,0.0,Dec-2014,5488.08,,Feb-2018,0,,1,Individual,,,,0,0,25240.0,,,,,,,,,,,,18400.0,,,,3,1803.0,4524.0,70.0,0,0.0,122.0,125.0,3.0,3.0,0.0,3.0,,9.0,,0.0,11.0,12.0,11.0,14.0,2.0,13.0,16.0,12.0,15.0,0.0,0.0,0.0,2.0,100.0,45.5,0.0,0.0,41132.0,25240.0,15100.0,22732.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,4000,4000,4000.0, 36 months,  8.19%,125.7,A,A5,Counselor,3 years,MORTGAGE,44000,Not Verified,Jan-2015,n,,,debt_consolidation,Debt consolidation,380xx,TN,22.09,0,May-1988,0,,38,9,1,2242,22%,42,w,0.00,0.00,4521.412055691,4521.41,4000.00,521.41,0.0,0.0,0.0,Jan-2018,125.55,,Feb-2018,0,,1,Individual,,,,0,0,150047.0,,,,,,,,,,,,10200.0,,,,4,21435.0,7958.0,22.0,0,0.0,144.0,320.0,13.0,13.0,1.0,13.0,,13.0,,0.0,2.0,2.0,3.0,13.0,19.0,5.0,22.0,2.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,166817.0,71429.0,10200.0,70393.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,11800.0, 36 months,  9.67%,385.35,B,B1,Grocery Manager,8 years,RENT,36000,Source Verified,Apr-2014,n,,,credit_card,Debt consolidation,532xx,WI,23.83,0,Sep-2003,1,38,,7,0,11907,58.9%,15,f,0.00,0.00,13873.5001668653,13642.28,12000.00,1873.50,0.0,0.0,0.0,Apr-2017,385.65,,Jul-2017,0,42,1,Individual,,,,0,0,27326.0,,,,,,,,,,,,20200.0,,,,1,4554.0,8293.0,58.9,0,0.0,85.0,126.0,36.0,8.0,0.0,68.0,38.0,3.0,38.0,1.0,4.0,4.0,6.0,7.0,2.0,6.0,10.0,4.0,7.0,0.0,0.0,0.0,1.0,86.7,20.0,0.0,0.0,36883.0,27326.0,20200.0,16683.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,9600,9600,9600.0, 36 months, 11.49%,316.53,B,B5,Machinist,5 years,MORTGAGE,91000,Source Verified,Sep-2016,n,,,debt_consolidation,,691xx,NE,23.35,0,Mar-2005,0,,,7,0,6171,71.8%,19,w,0.00,0.00,10800.0707222994,10800.07,9600.00,1200.07,0.0,0.0,0.0,Jan-2018,6067.44,,Jan-2018,0,,1,Individual,,,,0,0,163915.0,1,2.0,1,2.0,5.0,77561.0,93,0.0,0.0,3557,90.0,8600.0,0,0,1.0,2,23416.0,160.0,96.2,0,0.0,137.0,63.0,29.0,5.0,1.0,39.0,,5.0,,0.0,2.0,3.0,2.0,4.0,12.0,3.0,6.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,184605.0,83732.0,4200.0,92585.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 36 months, 17.09%,428.38,D,D1,Process Manager ,10+ years,MORTGAGE,99630,Source Verified,Sep-2017,n,,,debt_consolidation,Debt consolidation,983xx,WA,6.62,0,May-2006,1,,,5,0,7742,61.4%,8,w,10675.40,10675.40,2130.51,2130.51,1324.60,805.91,0.0,0.0,0.0,Feb-2018,428.38,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,262406.0,1,1.0,1,2.0,2.0,28425.0,99,1.0,3.0,5307,88.0,12600.0,2,2,6.0,5,52481.0,4758.0,61.9,0,0.0,135.0,20.0,7.0,2.0,1.0,7.0,,0.0,,0.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,288346.0,36167.0,12500.0,28746.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 60 months,  9.75%,316.87,B,B3,ER Registration ,10+ years,MORTGAGE,53095,Not Verified,Mar-2016,n,,,debt_consolidation,Debt consolidation,410xx,KY,16.89,0,Sep-1988,0,38,26,11,1,7565,51.5%,33,w,10323.52,10323.52,6963.02,6963.02,4676.48,2286.54,0.0,0.0,0.0,Feb-2018,316.87,Mar-2018,Feb-2018,0,38,1,Individual,,,,0,5719,114264.0,0,1.0,1,1.0,8.0,23079.0,94,3.0,7.0,5705,78.0,14700.0,0,0,5.0,8,10388.0,1855.0,78.9,0,0.0,127.0,210.0,7.0,7.0,4.0,7.0,38.0,7.0,38.0,3.0,4.0,5.0,5.0,16.0,5.0,9.0,24.0,5.0,11.0,0.0,0.0,0.0,4.0,87.9,20.0,0.0,0.0,131886.0,30644.0,8800.0,24652.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,17600,17600,17600.0, 36 months, 24.85%,698.38,E,E3,Owner,5 years,OWN,40000,Not Verified,Jun-2017,n,,,house,Home buying,441xx,OH,8.4,0,Jul-2007,2,,111,10,1,6990,33.9%,14,f,15112.28,15112.28,4864.36,4864.36,2487.72,2376.64,0.0,0.0,0.0,Feb-2018,698.38,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,18569.0,0,1.0,0,0.0,27.0,11579.0,98,0.0,1.0,4864,57.0,20600.0,2,0,2.0,1,2063.0,11642.0,33.9,0,0.0,27.0,119.0,18.0,18.0,0.0,18.0,,0.0,,0.0,4.0,5.0,7.0,9.0,1.0,9.0,13.0,5.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,32407.0,18569.0,17600.0,11807.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
